Location,Accident_Type,Latitude,Longitude,Date,Year,Month,Day,Hour,Minute
Cairo,Vehicle Breakdown,29.174988,34.610365,2024-09-17,2024,9,17,8,15
Alexandria,Pedestrian Accident,24.145233,31.044812,2020-04-21,2020,4,21,10,33
Sharm El Sheikh,Collision,28.981745,32.717399,2024-04-13,2024,4,13,3,40
Port Said,Vehicle Breakdown,23.123437,34.847153,2020-03-09,2020,3,9,12,20
Alexandria,Overturn,22.55802,33.814323,2020-04-22,2020,4,22,9,39
Suez,Collision,22.916448,29.33474,2020-04-16,2020,4,16,9,54
Suez,Pedestrian Accident,22.862472,33.51178,2021-04-22,2021,4,22,19,50
Mansoura,Collision,26.080701,31.785255,2022-05-26,2022,5,26,19,39
Alexandria,Fire,27.858293,33.054657,2020-02-23,2020,2,23,14,33
Aswan,Vehicle Breakdown,23.732332,29.616138,2023-05-03,2023,5,3,22,4
Mansoura,Overturn,30.13933,29.75589,2022-11-08,2022,11,8,8,22
Suez,Pedestrian Accident,28.521607,31.667746,2021-05-12,2021,5,12,4,51
Cairo,Collision,23.149127,32.507134,2022-11-16,2022,11,16,20,48
Aswan,Fire,27.252993,32.246862,2020-10-25,2020,10,25,4,30
Luxor,Vehicle Breakdown,25.086103,31.21298,2020-01-17,2020,1,17,16,37
Giza,Collision,24.136486,33.915103,2023-02-19,2023,2,19,1,27
Aswan,Overturn,30.788597,32.843329,2021-02-16,2021,2,16,2,21
Sharm El Sheikh,Pedestrian Accident,28.253034,34.89154,2023-05-13,2023,5,13,22,21
Mansoura,Vehicle Breakdown,30.667584,32.696619,2022-05-07,2022,5,7,10,10
Alexandria,Pedestrian Accident,29.884949,34.463258,2022-10-12,2022,10,12,7,58
Cairo,Overturn,28.238985,31.799221,2021-03-12,2021,3,12,7,30
Aswan,Pedestrian Accident,23.847847,30.105467,2020-01-14,2020,1,14,11,0
Alexandria,Fire,22.270158,29.691136,2021-08-18,2021,8,18,14,12
Mansoura,Fire,22.395143,29.178113,2021-02-09,2021,2,9,9,11
Sharm El Sheikh,Fire,28.46953,31.038905,2023-02-09,2023,2,9,7,11
Sharm El Sheikh,Collision,23.584697,30.570732,2020-07-26,2020,7,26,0,53
Giza,Pedestrian Accident,27.893823,34.310069,2021-11-24,2021,11,24,6,19
Port Said,Overturn,25.326766,31.234102,2020-12-16,2020,12,16,16,51
Mansoura,Pedestrian Accident,29.905491,29.392265,2020-10-22,2020,10,22,4,50
Sharm El Sheikh,Overturn,26.792992,33.166123,2021-10-13,2021,10,13,19,27
Sharm El Sheikh,Collision,28.867741,32.523955,2024-10-15,2024,10,15,17,18
Giza,Fire,24.224545,32.776755,2021-07-27,2021,7,27,4,54
Ismailia,Vehicle Breakdown,29.972509,30.255425,2020-06-15,2020,6,15,15,50
Mansoura,Collision,23.506902,31.328695,2024-12-12,2024,12,12,20,48
Ismailia,Fire,26.48729,31.785604,2021-10-21,2021,10,21,22,23
Ismailia,Pedestrian Accident,28.440849,31.968752,2021-07-03,2021,7,3,18,25
Mansoura,Collision,23.864796,34.369308,2022-07-14,2022,7,14,7,25
Sharm El Sheikh,Fire,25.825206,31.262498,2020-11-17,2020,11,17,11,16
Ismailia,Collision,23.208973,29.504169,2022-06-29,2022,6,29,16,22
Sharm El Sheikh,Vehicle Breakdown,22.370286,32.073573,2021-11-19,2021,11,19,13,28
Port Said,Pedestrian Accident,25.680575,33.827027,2021-10-11,2021,10,11,8,24
Cairo,Overturn,25.975196,30.593749,2020-06-04,2020,6,4,11,57
Alexandria,Fire,29.583431,32.076746,2023-08-11,2023,8,11,2,50
Luxor,Overturn,22.885682,29.428092,2020-03-19,2020,3,19,17,12
Aswan,Overturn,28.075966,30.500142,2024-03-06,2024,3,6,21,54
Luxor,Overturn,28.350784,34.987974,2024-10-17,2024,10,17,22,47
Ismailia,Fire,22.076805,30.796845,2024-08-11,2024,8,11,11,50
Suez,Pedestrian Accident,29.396752,33.546836,2020-01-25,2020,1,25,15,41
Ismailia,Overturn,29.789195,30.365471,2024-01-21,2024,1,21,23,13
Port Said,Overturn,26.642428,33.715848,2024-03-31,2024,3,31,14,46
Port Said,Fire,29.127234,30.878449,2021-01-19,2021,1,19,13,49
Suez,Overturn,25.948127,34.117665,2020-03-02,2020,3,2,11,8
Mansoura,Overturn,24.750147,33.42683,2022-10-20,2022,10,20,21,53
Aswan,Fire,24.029416,31.554316,2024-03-21,2024,3,21,12,48
Ismailia,Fire,24.934716,29.139439,2024-05-27,2024,5,27,1,59
Giza,Overturn,30.79519,34.965544,2023-03-09,2023,3,9,20,51
Mansoura,Vehicle Breakdown,27.164909,31.345315,2022-02-19,2022,2,19,6,25
Alexandria,Vehicle Breakdown,25.477905,31.848666,2021-11-04,2021,11,4,18,28
Luxor,Collision,23.542813,33.049313,2020-12-29,2020,12,29,1,52
Mansoura,Pedestrian Accident,22.241547,30.193992,2022-03-01,2022,3,1,9,13
Sharm El Sheikh,Fire,27.936129,29.419877,2020-04-27,2020,4,27,11,33
Cairo,Overturn,24.940949,34.458875,2022-03-11,2022,3,11,5,7
Giza,Vehicle Breakdown,25.765719,33.458857,2022-03-07,2022,3,7,6,8
Sharm El Sheikh,Fire,25.889806,33.25803,2022-08-30,2022,8,30,5,38
Mansoura,Fire,27.287428,32.01485,2023-11-03,2023,11,3,14,17
Sharm El Sheikh,Collision,30.919766,31.674389,2024-08-15,2024,8,15,12,38
Sharm El Sheikh,Vehicle Breakdown,24.960023,32.415374,2022-10-02,2022,10,2,14,29
Mansoura,Collision,28.635616,30.727471,2024-12-09,2024,12,9,14,22
Luxor,Pedestrian Accident,27.517248,33.859909,2020-12-24,2020,12,24,13,15
Giza,Vehicle Breakdown,28.599196,31.746969,2023-09-11,2023,9,11,5,44
Mansoura,Collision,25.541962,34.674124,2021-05-05,2021,5,5,5,17
Ismailia,Fire,27.999912,29.400463,2024-01-27,2024,1,27,23,57
Sharm El Sheikh,Pedestrian Accident,25.701503,33.571165,2020-09-05,2020,9,5,11,4
Alexandria,Vehicle Breakdown,28.898852,30.956079,2022-07-12,2022,7,12,5,16
Sharm El Sheikh,Vehicle Breakdown,22.401716,29.160307,2023-08-01,2023,8,1,22,43
Port Said,Pedestrian Accident,25.092919,31.396051,2021-02-02,2021,2,2,12,2
Cairo,Fire,23.032144,34.502822,2021-10-31,2021,10,31,21,47
Port Said,Pedestrian Accident,26.152213,29.495292,2023-09-07,2023,9,7,7,45
Port Said,Overturn,26.23709,30.674851,2020-11-26,2020,11,26,5,53
Cairo,Vehicle Breakdown,22.904636,30.764868,2022-12-30,2022,12,30,23,25
Giza,Collision,28.042529,29.067264,2021-07-13,2021,7,13,4,28
Aswan,Overturn,23.950052,29.206669,2023-10-14,2023,10,14,17,13
Port Said,Collision,29.52851,33.869071,2023-08-05,2023,8,5,21,45
Alexandria,Pedestrian Accident,28.21312,31.66392,2023-05-10,2023,5,10,0,3
Suez,Overturn,30.359385,31.247868,2021-05-03,2021,5,3,6,5
Cairo,Pedestrian Accident,22.251498,29.08736,2024-08-07,2024,8,7,6,43
Alexandria,Overturn,30.628707,29.579619,2024-09-06,2024,9,6,21,10
Giza,Collision,25.74112,29.646103,2021-10-31,2021,10,31,10,35
Sharm El Sheikh,Vehicle Breakdown,23.864074,32.250216,2022-05-26,2022,5,26,3,14
Sharm El Sheikh,Collision,25.209187,30.041729,2022-04-03,2022,4,3,20,20
Cairo,Pedestrian Accident,23.914911,30.320577,2023-09-09,2023,9,9,8,41
Mansoura,Fire,22.39545,34.31276,2022-04-21,2022,4,21,9,49
Mansoura,Pedestrian Accident,30.847922,29.610882,2023-01-03,2023,1,3,18,10
Luxor,Collision,27.398804,34.888495,2023-11-27,2023,11,27,12,43
Giza,Fire,23.577979,33.570298,2023-11-09,2023,11,9,10,54
Port Said,Collision,25.015947,32.6512,2023-04-13,2023,4,13,14,24
Ismailia,Overturn,26.53078,33.227775,2020-01-28,2020,1,28,7,1
Mansoura,Collision,24.779638,33.42748,2024-03-30,2024,3,30,7,39
Alexandria,Collision,23.237999,31.992359,2021-02-17,2021,2,17,4,24
Sharm El Sheikh,Collision,24.142576,33.351851,2022-06-27,2022,6,27,23,56
Aswan,Overturn,24.503138,32.861612,2024-04-06,2024,4,6,1,33
Suez,Fire,28.754958,30.37406,2024-02-09,2024,2,9,10,21
Sharm El Sheikh,Overturn,26.853806,34.439792,2023-09-23,2023,9,23,7,51
Sharm El Sheikh,Vehicle Breakdown,29.854352,32.128832,2021-01-10,2021,1,10,14,40
Cairo,Collision,29.828801,29.41991,2021-01-29,2021,1,29,1,40
Giza,Overturn,23.130049,30.042055,2023-01-29,2023,1,29,6,15
Ismailia,Collision,25.836158,31.802445,2020-12-02,2020,12,2,23,12
Sharm El Sheikh,Pedestrian Accident,23.58792,30.493817,2021-08-07,2021,8,7,18,28
Sharm El Sheikh,Fire,29.76183,31.887024,2022-01-06,2022,1,6,12,24
Giza,Pedestrian Accident,25.972385,32.031755,2024-02-14,2024,2,14,13,48
Giza,Pedestrian Accident,22.1783,31.288516,2024-10-15,2024,10,15,2,48
Luxor,Vehicle Breakdown,26.834779,32.317113,2020-12-25,2020,12,25,8,24
Port Said,Fire,26.082428,31.250881,2023-05-26,2023,5,26,15,4
Aswan,Overturn,28.43377,30.174294,2021-01-23,2021,1,23,0,0
Ismailia,Fire,26.423083,34.554146,2022-03-19,2022,3,19,23,23
Suez,Pedestrian Accident,24.770297,34.925132,2020-05-25,2020,5,25,13,56
Cairo,Collision,25.463434,32.393652,2021-02-01,2021,2,1,13,16
Aswan,Vehicle Breakdown,28.382156,32.809878,2022-01-24,2022,1,24,22,3
Suez,Pedestrian Accident,28.620978,30.454117,2020-03-11,2020,3,11,11,40
Cairo,Overturn,24.351976,31.732825,2023-10-26,2023,10,26,4,16
Sharm El Sheikh,Vehicle Breakdown,27.205076,32.975628,2020-11-26,2020,11,26,0,7
Alexandria,Pedestrian Accident,25.579002,32.516963,2020-06-13,2020,6,13,16,58
Sharm El Sheikh,Pedestrian Accident,23.492412,31.561229,2023-11-17,2023,11,17,9,32
Ismailia,Pedestrian Accident,27.274718,33.403601,2024-03-21,2024,3,21,23,55
Alexandria,Collision,27.725622,33.660147,2021-12-06,2021,12,6,4,17
Sharm El Sheikh,Pedestrian Accident,28.291081,29.038522,2020-12-10,2020,12,10,15,0
Alexandria,Collision,28.963693,31.507038,2022-05-03,2022,5,3,20,18
Suez,Overturn,23.587612,30.1184,2020-10-02,2020,10,2,6,31
Giza,Vehicle Breakdown,30.53635,31.703965,2024-07-25,2024,7,25,6,11
Sharm El Sheikh,Collision,28.749242,33.855072,2021-01-27,2021,1,27,8,57
Suez,Pedestrian Accident,27.641536,32.746529,2024-11-13,2024,11,13,20,10
Alexandria,Fire,22.771364,29.748089,2020-05-11,2020,5,11,10,1
Mansoura,Overturn,26.301074,33.036828,2020-07-25,2020,7,25,0,3
Luxor,Collision,27.987901,33.735243,2020-03-26,2020,3,26,3,13
Ismailia,Collision,25.380992,32.120445,2024-04-08,2024,4,8,8,59
Port Said,Pedestrian Accident,28.812205,32.626229,2021-11-20,2021,11,20,11,43
Aswan,Fire,29.351625,34.645946,2023-09-24,2023,9,24,12,24
Mansoura,Collision,30.777746,34.238465,2024-07-09,2024,7,9,3,0
Port Said,Pedestrian Accident,28.526982,34.327823,2020-10-11,2020,10,11,0,38
Alexandria,Vehicle Breakdown,24.515208,33.195588,2024-07-27,2024,7,27,7,23
Port Said,Vehicle Breakdown,28.175664,34.219118,2022-11-20,2022,11,20,13,42
Sharm El Sheikh,Collision,30.875633,34.745283,2024-07-22,2024,7,22,10,1
Aswan,Collision,30.726378,33.414878,2023-10-20,2023,10,20,14,14
Mansoura,Pedestrian Accident,25.601487,32.675554,2020-06-15,2020,6,15,11,27
Port Said,Collision,28.6085,30.763178,2021-02-03,2021,2,3,22,9
Ismailia,Vehicle Breakdown,29.063757,33.299994,2020-03-06,2020,3,6,4,31
Alexandria,Fire,29.491187,34.977828,2024-11-26,2024,11,26,14,10
Port Said,Collision,26.339517,32.244007,2021-05-13,2021,5,13,6,10
Alexandria,Collision,25.914041,33.294591,2020-11-24,2020,11,24,10,57
Suez,Fire,23.983384,30.545771,2022-09-02,2022,9,2,21,7
Giza,Vehicle Breakdown,27.701934,31.951753,2024-06-17,2024,6,17,22,21
Sharm El Sheikh,Vehicle Breakdown,28.897036,32.604077,2023-08-11,2023,8,11,10,24
Suez,Vehicle Breakdown,30.696232,31.621774,2021-04-22,2021,4,22,7,16
Alexandria,Fire,22.789123,29.534837,2024-02-25,2024,2,25,18,59
Sharm El Sheikh,Collision,27.155551,29.764505,2021-10-03,2021,10,3,12,36
Cairo,Fire,22.556964,32.213618,2024-09-30,2024,9,30,12,27
Aswan,Fire,29.177663,34.603551,2020-09-15,2020,9,15,16,42
Mansoura,Vehicle Breakdown,23.999274,31.371874,2023-01-07,2023,1,7,14,20
Giza,Fire,29.53495,31.998996,2022-07-22,2022,7,22,4,38
Luxor,Overturn,28.723539,34.094765,2024-08-22,2024,8,22,22,2
Mansoura,Fire,24.780023,34.942011,2020-09-09,2020,9,9,8,54
Mansoura,Pedestrian Accident,27.679694,30.29423,2021-08-19,2021,8,19,22,24
Cairo,Fire,23.37432,33.300598,2024-10-02,2024,10,2,23,59
Sharm El Sheikh,Collision,30.308421,33.656232,2024-10-20,2024,10,20,15,46
Suez,Fire,30.859506,32.955502,2024-10-03,2024,10,3,5,1
Ismailia,Pedestrian Accident,25.036691,33.067392,2021-12-14,2021,12,14,12,25
Alexandria,Vehicle Breakdown,28.540791,30.694184,2021-02-03,2021,2,3,22,54
Ismailia,Pedestrian Accident,22.875876,30.940512,2024-06-08,2024,6,8,18,55
Cairo,Fire,26.117793,29.982167,2020-10-08,2020,10,8,14,44
Port Said,Fire,30.074963,30.258598,2024-07-05,2024,7,5,23,12
Cairo,Fire,28.533618,32.454093,2023-10-21,2023,10,21,4,24
Suez,Overturn,30.333868,29.576286,2022-08-28,2022,8,28,5,3
Alexandria,Vehicle Breakdown,27.85088,32.560354,2020-10-31,2020,10,31,20,46
Suez,Overturn,22.305935,30.445133,2022-09-27,2022,9,27,9,44
Mansoura,Overturn,27.875173,31.25223,2023-11-17,2023,11,17,21,42
Alexandria,Pedestrian Accident,29.784062,32.901866,2021-07-17,2021,7,17,20,41
Port Said,Fire,22.104422,29.699766,2020-09-06,2020,9,6,15,41
Ismailia,Overturn,22.207241,32.437891,2023-03-18,2023,3,18,15,17
Alexandria,Vehicle Breakdown,23.629869,31.905149,2023-08-13,2023,8,13,22,27
Luxor,Vehicle Breakdown,23.127128,30.951374,2024-01-01,2024,1,1,17,11
Suez,Collision,25.544169,33.904777,2024-05-23,2024,5,23,16,31
Alexandria,Vehicle Breakdown,29.534295,32.233891,2024-08-03,2024,8,3,20,7
Sharm El Sheikh,Collision,23.625978,32.594616,2021-01-03,2021,1,3,0,35
Port Said,Fire,23.107408,29.772896,2021-02-26,2021,2,26,20,10
Alexandria,Vehicle Breakdown,24.310844,33.518412,2020-06-22,2020,6,22,3,32
Luxor,Fire,30.696485,30.029619,2023-09-09,2023,9,9,0,15
Luxor,Collision,30.515932,32.116658,2024-05-22,2024,5,22,9,42
Ismailia,Pedestrian Accident,23.258695,31.942657,2021-10-02,2021,10,2,16,58
Aswan,Vehicle Breakdown,26.843885,30.259037,2020-07-21,2020,7,21,21,52
Cairo,Overturn,22.330606,29.850004,2024-10-19,2024,10,19,6,8
Mansoura,Vehicle Breakdown,23.94436,31.154391,2020-09-20,2020,9,20,23,39
Suez,Collision,26.948637,30.564047,2023-08-23,2023,8,23,5,25
Port Said,Collision,30.502664,33.059154,2023-11-23,2023,11,23,4,34
Sharm El Sheikh,Collision,27.666114,30.616398,2023-07-20,2023,7,20,22,41
Sharm El Sheikh,Fire,27.072779,32.886627,2022-11-13,2022,11,13,19,10
Suez,Overturn,24.847243,33.726704,2022-02-15,2022,2,15,0,38
Sharm El Sheikh,Collision,24.431127,32.188821,2023-11-01,2023,11,1,17,26
Alexandria,Fire,27.761597,31.176917,2021-11-14,2021,11,14,8,9
Sharm El Sheikh,Fire,22.08877,31.262936,2021-03-31,2021,3,31,12,6
Alexandria,Overturn,26.738281,34.253072,2023-04-20,2023,4,20,15,6
Ismailia,Fire,28.3041,34.19239,2023-02-03,2023,2,3,8,38
Alexandria,Collision,23.536727,34.679062,2022-03-08,2022,3,8,5,22
Ismailia,Vehicle Breakdown,27.351553,34.09778,2022-09-03,2022,9,3,18,8
Luxor,Collision,28.179925,33.279336,2023-09-08,2023,9,8,4,9
Suez,Vehicle Breakdown,28.618801,29.317188,2024-01-25,2024,1,25,20,23
Sharm El Sheikh,Vehicle Breakdown,25.764194,31.74672,2022-06-17,2022,6,17,11,51
Port Said,Vehicle Breakdown,24.581377,34.715698,2022-12-02,2022,12,2,22,56
Sharm El Sheikh,Fire,27.720717,29.521654,2021-09-17,2021,9,17,13,49
Aswan,Collision,27.71209,29.460159,2021-05-06,2021,5,6,2,10
Mansoura,Collision,22.761266,30.715105,2022-10-06,2022,10,6,0,27
Ismailia,Overturn,26.316904,32.090069,2023-10-18,2023,10,18,17,44
Alexandria,Pedestrian Accident,22.125102,30.141104,2024-08-29,2024,8,29,23,0
Suez,Vehicle Breakdown,28.747012,30.465357,2024-02-22,2024,2,22,21,58
Ismailia,Vehicle Breakdown,22.381204,31.691912,2020-12-11,2020,12,11,21,59
Ismailia,Overturn,23.573328,31.202306,2020-09-30,2020,9,30,16,22
Cairo,Pedestrian Accident,26.459571,30.022904,2020-08-19,2020,8,19,10,58
Sharm El Sheikh,Vehicle Breakdown,29.656993,34.146837,2021-08-17,2021,8,17,9,30
Luxor,Fire,23.917594,33.428154,2023-03-10,2023,3,10,12,13
Luxor,Vehicle Breakdown,29.431546,29.212575,2022-08-06,2022,8,6,19,54
Port Said,Collision,25.201697,32.693181,2021-11-03,2021,11,3,9,22
Alexandria,Collision,25.147495,33.334602,2022-04-03,2022,4,3,11,0
Alexandria,Pedestrian Accident,26.428415,29.508463,2022-11-19,2022,11,19,4,26
Alexandria,Pedestrian Accident,22.062194,33.616686,2021-05-27,2021,5,27,7,30
Suez,Fire,24.693565,31.570049,2021-01-08,2021,1,8,17,51
Luxor,Collision,30.904323,32.937678,2022-06-18,2022,6,18,5,8
Aswan,Pedestrian Accident,22.052292,34.301458,2023-12-23,2023,12,23,6,7
Sharm El Sheikh,Fire,22.362307,31.367276,2024-03-03,2024,3,3,10,57
Cairo,Overturn,27.995843,34.690255,2023-09-24,2023,9,24,8,7
Suez,Pedestrian Accident,26.951113,33.798921,2024-01-02,2024,1,2,4,20
Suez,Vehicle Breakdown,28.533951,33.451359,2024-08-17,2024,8,17,12,8
Alexandria,Collision,29.134417,29.756741,2021-12-05,2021,12,5,16,0
Sharm El Sheikh,Collision,28.104793,31.052846,2023-05-07,2023,5,7,23,0
Suez,Pedestrian Accident,24.6052,31.915575,2024-04-07,2024,4,7,13,15
Mansoura,Overturn,28.563237,30.121161,2021-07-29,2021,7,29,3,55
Luxor,Overturn,27.996974,31.574954,2022-08-28,2022,8,28,22,50
Alexandria,Vehicle Breakdown,27.499904,30.132014,2024-10-16,2024,10,16,18,40
Giza,Overturn,23.084151,31.407699,2021-07-14,2021,7,14,6,59
Giza,Pedestrian Accident,22.158952,30.197861,2024-11-05,2024,11,5,1,24
Suez,Vehicle Breakdown,24.758014,32.79986,2021-04-18,2021,4,18,7,21
Suez,Pedestrian Accident,22.552148,31.562437,2020-04-15,2020,4,15,9,7
Luxor,Fire,24.525003,31.106147,2022-05-06,2022,5,6,7,20
Cairo,Overturn,22.368002,29.312784,2024-03-05,2024,3,5,10,13
Luxor,Pedestrian Accident,24.521434,32.639131,2022-06-01,2022,6,1,5,16
Port Said,Fire,25.008539,29.669172,2023-10-02,2023,10,2,0,43
Ismailia,Overturn,24.980906,33.447753,2022-01-10,2022,1,10,23,49
Mansoura,Vehicle Breakdown,27.442424,30.429513,2021-07-19,2021,7,19,6,37
Suez,Collision,29.984744,29.782912,2024-02-29,2024,2,29,19,7
Cairo,Vehicle Breakdown,30.714972,34.304248,2024-08-01,2024,8,1,6,12
Port Said,Collision,22.673916,32.279474,2021-12-03,2021,12,3,9,46
Port Said,Overturn,26.802018,29.922034,2020-09-18,2020,9,18,6,26
Ismailia,Fire,30.02428,33.556131,2024-09-28,2024,9,28,17,22
Aswan,Pedestrian Accident,27.668782,29.704574,2022-06-12,2022,6,12,2,30
Suez,Vehicle Breakdown,30.381991,32.023217,2020-02-14,2020,2,14,5,38
Luxor,Overturn,24.606907,34.734818,2020-05-04,2020,5,4,22,12
Suez,Pedestrian Accident,28.162249,34.221534,2020-06-02,2020,6,2,5,28
Ismailia,Pedestrian Accident,27.062487,31.341481,2023-05-28,2023,5,28,8,13
Giza,Collision,23.440027,30.306846,2023-11-27,2023,11,27,0,56
Ismailia,Pedestrian Accident,26.53436,33.323475,2021-06-14,2021,6,14,9,54
Sharm El Sheikh,Fire,28.374292,32.312906,2020-12-16,2020,12,16,7,2
Ismailia,Overturn,24.62659,32.837692,2024-12-14,2024,12,14,8,59
Giza,Fire,29.860446,29.30912,2021-05-24,2021,5,24,6,34
Alexandria,Collision,27.83781,32.796097,2022-01-25,2022,1,25,10,5
Ismailia,Fire,28.498716,31.450057,2023-06-06,2023,6,6,9,20
Cairo,Collision,29.415386,30.315678,2021-07-26,2021,7,26,5,16
Cairo,Vehicle Breakdown,27.915858,34.207892,2024-05-17,2024,5,17,18,6
Suez,Fire,29.830232,32.805833,2023-02-02,2023,2,2,6,52
Port Said,Overturn,24.918367,30.223512,2023-07-13,2023,7,13,12,9
Port Said,Overturn,28.568307,31.603421,2020-10-30,2020,10,30,15,5
Port Said,Overturn,26.134511,33.893588,2020-12-26,2020,12,26,6,36
Port Said,Overturn,27.828078,29.126284,2020-11-29,2020,11,29,5,52
Suez,Vehicle Breakdown,23.690632,29.861134,2022-05-23,2022,5,23,7,29
Suez,Collision,28.518762,29.823748,2024-03-16,2024,3,16,0,38
Alexandria,Pedestrian Accident,25.455915,29.660213,2020-01-28,2020,1,28,20,59
Cairo,Overturn,24.235087,29.501573,2020-10-19,2020,10,19,20,38
Cairo,Collision,30.618559,29.638034,2024-02-16,2024,2,16,10,54
Alexandria,Overturn,23.253071,33.558031,2022-06-28,2022,6,28,5,19
Aswan,Pedestrian Accident,23.39062,29.335253,2023-11-18,2023,11,18,8,40
Ismailia,Collision,22.190871,29.267155,2023-01-20,2023,1,20,9,6
Ismailia,Pedestrian Accident,23.276515,34.473002,2020-02-19,2020,2,19,7,27
Suez,Overturn,25.179789,30.721077,2024-12-05,2024,12,5,21,24
Alexandria,Pedestrian Accident,23.526032,29.660814,2020-07-27,2020,7,27,9,22
Alexandria,Vehicle Breakdown,25.003523,31.162961,2020-06-22,2020,6,22,1,38
Giza,Overturn,25.857656,31.009064,2021-01-06,2021,1,6,21,27
Giza,Fire,27.622824,30.722033,2024-11-27,2024,11,27,3,17
Port Said,Fire,30.395937,33.864316,2023-12-27,2023,12,27,2,50
Cairo,Overturn,29.000056,29.879535,2020-10-29,2020,10,29,12,28
Port Said,Collision,23.018476,31.564719,2024-01-28,2024,1,28,8,9
Alexandria,Fire,30.952945,30.091234,2022-02-27,2022,2,27,11,20
Port Said,Pedestrian Accident,26.331597,34.837093,2023-05-17,2023,5,17,20,21
Giza,Overturn,25.448667,32.296036,2023-01-08,2023,1,8,17,31
Ismailia,Vehicle Breakdown,29.392638,31.307764,2023-04-04,2023,4,4,22,26
Ismailia,Vehicle Breakdown,28.989333,33.867753,2021-03-25,2021,3,25,22,5
Sharm El Sheikh,Fire,22.025795,34.963432,2020-02-05,2020,2,5,11,35
Port Said,Overturn,30.288137,29.357464,2021-12-16,2021,12,16,11,54
Giza,Fire,26.143495,34.011514,2023-02-03,2023,2,3,13,15
Sharm El Sheikh,Overturn,22.502791,29.826808,2023-11-25,2023,11,25,22,9
Suez,Collision,28.265103,31.548252,2020-04-20,2020,4,20,22,6
Mansoura,Collision,26.291439,32.563554,2020-11-19,2020,11,19,0,9
Aswan,Overturn,22.71094,29.462392,2023-03-11,2023,3,11,13,9
Giza,Pedestrian Accident,28.692021,33.488643,2023-12-01,2023,12,1,9,30
Suez,Fire,25.995763,32.869083,2020-01-28,2020,1,28,9,7
Giza,Collision,29.930414,29.192715,2024-03-18,2024,3,18,5,32
Giza,Collision,25.567516,31.541725,2024-11-28,2024,11,28,14,35
Luxor,Vehicle Breakdown,26.516852,33.256117,2022-05-17,2022,5,17,5,17
Alexandria,Vehicle Breakdown,25.398043,34.706438,2024-03-01,2024,3,1,6,25
Mansoura,Collision,23.970158,30.102163,2024-03-07,2024,3,7,17,38
Alexandria,Pedestrian Accident,26.296746,32.9162,2022-04-09,2022,4,9,12,10
Cairo,Fire,27.819825,30.168384,2020-08-10,2020,8,10,3,4
Aswan,Vehicle Breakdown,29.009175,31.01283,2021-05-05,2021,5,5,9,10
Ismailia,Collision,22.587873,32.582665,2024-03-29,2024,3,29,9,12
Ismailia,Overturn,27.745501,29.194201,2021-07-05,2021,7,5,2,36
Mansoura,Collision,27.073654,33.741354,2020-04-03,2020,4,3,1,20
Alexandria,Fire,22.076309,31.139895,2021-08-01,2021,8,1,12,32
Sharm El Sheikh,Fire,28.76658,33.354129,2020-09-22,2020,9,22,22,43
Alexandria,Fire,25.665579,33.448708,2020-07-25,2020,7,25,16,51
Giza,Collision,27.28458,31.29267,2023-04-15,2023,4,15,1,18
Giza,Overturn,28.141366,29.472517,2023-07-05,2023,7,5,2,45
Sharm El Sheikh,Overturn,29.267284,32.925321,2024-04-23,2024,4,23,22,10
Ismailia,Vehicle Breakdown,30.93051,32.652434,2022-12-07,2022,12,7,10,28
Giza,Fire,24.617574,32.740825,2022-06-01,2022,6,1,1,57
Suez,Overturn,23.879386,32.662323,2020-06-02,2020,6,2,4,36
Port Said,Collision,29.242538,29.855735,2024-11-17,2024,11,17,9,35
Alexandria,Pedestrian Accident,22.847026,30.882312,2021-08-28,2021,8,28,5,4
Luxor,Vehicle Breakdown,25.269954,29.535375,2021-01-01,2021,1,1,22,49
Port Said,Fire,30.87529,34.870903,2024-04-11,2024,4,11,14,41
Giza,Collision,30.745126,31.929554,2022-01-14,2022,1,14,9,25
Suez,Vehicle Breakdown,30.254261,29.773905,2022-01-21,2022,1,21,16,54
Mansoura,Fire,25.363148,33.093205,2022-11-02,2022,11,2,14,16
Cairo,Vehicle Breakdown,30.796885,29.342352,2024-06-07,2024,6,7,7,44
Ismailia,Collision,23.39106,29.631788,2022-02-08,2022,2,8,5,36
Suez,Collision,24.007462,34.244953,2023-10-02,2023,10,2,2,22
Port Said,Pedestrian Accident,27.78236,34.400759,2022-08-10,2022,8,10,3,5
Giza,Collision,30.257143,34.534944,2024-04-22,2024,4,22,13,12
Suez,Fire,22.580244,31.054541,2023-05-22,2023,5,22,15,13
Port Said,Collision,24.505376,29.229694,2020-11-14,2020,11,14,15,9
Sharm El Sheikh,Fire,27.113859,34.926864,2024-05-04,2024,5,4,12,3
Aswan,Pedestrian Accident,30.807047,30.280525,2021-03-09,2021,3,9,0,48
Suez,Fire,24.268642,30.056634,2020-10-17,2020,10,17,2,17
Suez,Collision,24.685031,33.27324,2024-11-19,2024,11,19,13,33
Sharm El Sheikh,Fire,23.656705,29.322454,2022-05-27,2022,5,27,10,48
Luxor,Overturn,23.787448,34.65165,2022-09-13,2022,9,13,15,34
Giza,Pedestrian Accident,25.192231,33.157409,2022-03-07,2022,3,7,0,35
Mansoura,Overturn,22.700278,33.007775,2023-06-16,2023,6,16,4,20
Aswan,Collision,23.354557,31.751954,2020-10-29,2020,10,29,15,55
Aswan,Collision,29.128151,33.043672,2021-06-22,2021,6,22,16,46
