Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Types_of_Junction,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
4:00:00,Friday,18-30,Unknown,Owner,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
15:50:00,Saturday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
8:50:00,Friday,Under 18,Male,Owner,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.0,0.0,Stopping,Not a Pedestrian,Other,Slight Injury
0:25:00,Sunday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
0:25:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Overtaking,Not a Pedestrian,Changing lane to the right,Slight Injury
0:25:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
0:10:00,Sunday,18-30,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with roadside objects,0.2,0.0,Reversing,Not a Pedestrian,Other,Slight Injury
0:10:00,Sunday,18-30,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
15:20:00,Saturday,Unknown,Female,Employee,Y Shape,Dry,Daylight,Cloudy,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
15:20:00,Saturday,31-50,Male,Employee,Y Shape,Dry,Daylight,Cloudy,Vehicle with vehicle collision,0.2,0.2,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
15:20:00,Saturday,31-50,Male,Employee,Y Shape,Dry,Daylight,Cloudy,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
16:30:00,Saturday,Under 18,Male,Unknown,Y Shape,Wet or damp,Darkness - lights lit,Raining,With Train,0.2,0.0,Moving Backward,Not a Pedestrian,Other,Slight Injury
16:30:00,Saturday,Under 18,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
1:05:00,Friday,Under 18,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Moving Backward,Not a Pedestrian,No priority to pedestrian,Slight Injury
1:05:00,Friday,31-50,Male,Owner,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
19:40:00,Monday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
19:40:00,Monday,31-50,Male,Employee,Crossing,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury
19:40:00,Monday,31-50,Male,Employee,Crossing,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
19:08:00,Tuesday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
19:08:00,Tuesday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Unknown or other,Moving Backward,Slight Injury
17:50:00,Saturday,Over 51,Male,Owner,No junction,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.0,Turnover,Not a Pedestrian,Driving at high speed,Slight Injury
17:50:00,Saturday,18-30,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
21:30:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
21:30:00,Sunday,31-50,Unknown,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Other,Slight Injury
14:49:00,Monday,Over 51,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,No priority to vehicle,Slight Injury
14:49:00,Monday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Getting off,Not a Pedestrian,Changing lane to the right,Slight Injury
14:49:00,Monday,18-30,Unknown,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Other,Slight Injury
17:40:00,Sunday,31-50,Male,Unknown,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Getting off,Not a Pedestrian,No distancing,Slight Injury
17:40:00,Sunday,Over 51,Male,Owner,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
21:55:00,Saturday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
21:55:00,Saturday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
7:30:00,Tuesday,18-30,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
7:30:00,Tuesday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
10:41:00,Wednesday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Other,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
13:16:00,Wednesday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
13:16:00,Wednesday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
13:16:00,Wednesday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Raining,Collision with pedestrians,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Other,Slight Injury
11:30:00,Thursday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with pedestrians,0.2,0.0,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
11:30:00,Thursday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:20:00,Friday,Unknown,Female,Owner,Y Shape,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
16:20:00,Friday,31-50,Male,Unknown,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:20:00,Friday,Over 51,Unknown,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
1:10:00,Friday,31-50,Male,Unknown,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Serious Injury
20:40:00,Monday,18-30,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
20:40:00,Monday,18-30,Male,Owner,No junction,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
17:50:00,Wednesday,18-30,Male,Employee,No junction,Wet or damp,Darkness - no lighting,Windy,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
17:50:00,Wednesday,18-30,Unknown,Employee,No junction,Wet or damp,Darkness - no lighting,Windy,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
17:50:00,Wednesday,18-30,Male,Owner,No junction,Wet or damp,Darkness - no lighting,Windy,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
17:11:00,Wednesday,Over 51,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
21:03:00,Monday,18-30,Male,Employee,O Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
15:20:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
18:30:00,Monday,Unknown,Female,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
8:15:00,Wednesday,Over 51,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
15:20:00,Tuesday,Unknown,Female,Employee,Crossing,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
18:17:00,Friday,18-30,Unknown,Owner,Crossing,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
18:17:00,Friday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Reversing,Unknown or other,Changing lane to the left,Slight Injury
19:31:00,Wednesday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - no lighting,Raining,Collision with pedestrians,0.2,0.0,Going straight,Crossing from driver's nearside,No priority to vehicle,Slight Injury
19:31:00,Wednesday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
9:25:00,Friday,31-50,Unknown,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Turnover,Serious Injury
9:25:00,Friday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Unknown,Crossing from driver's nearside,No distancing,Serious Injury
14:10:00,Wednesday,18-30,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
14:10:00,Wednesday,Over 51,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Friday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
14:00:00,Friday,31-50,Male,Owner,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
22:05:00,Tuesday,Unknown,Female,Unknown,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving at high speed,Slight Injury
22:05:00,Tuesday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overtaking,Slight Injury
7:00:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Windy,Collision with pedestrians,0.2,0.0,Unknown,Not a Pedestrian,Other,Slight Injury
7:00:00,Thursday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Windy,Collision with pedestrians,0.2,0.0,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury
7:35:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
7:35:00,Thursday,31-50,Unknown,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.0,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
8:43:00,Wednesday,31-50,Male,Other,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Turnover,Not a Pedestrian,No distancing,Slight Injury
8:43:00,Wednesday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,Moving Backward,Slight Injury
16:05:00,Tuesday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Reversing,Not a Pedestrian,Changing lane to the left,Serious Injury
22:05:00,Friday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Reversing,Not a Pedestrian,Other,Serious Injury
22:05:00,Friday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Moving Backward,Not a Pedestrian,No distancing,Serious Injury
22:05:00,Friday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
22:05:00,Friday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Serious Injury
3:40:00,Saturday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
9:25:00,Tuesday,Over 51,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,1.0000000000000002,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
9:25:00,Tuesday,Unknown,Female,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,1.0000000000000002,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
9:25:00,Tuesday,Unknown,Female,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,1.0000000000000002,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
9:25:00,Tuesday,Unknown,Female,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,1.0000000000000002,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
9:25:00,Tuesday,Unknown,Female,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,1.0000000000000002,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
9:25:00,Tuesday,Unknown,Female,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,1.0000000000000002,0.0,Going straight,Crossing from driver's nearside,No priority to pedestrian,Slight Injury
7:58:00,Thursday,Under 18,Male,Employee,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Unknown or other,Getting off the vehicle improperly,Slight Injury
7:58:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
20:15:00,Tuesday,18-30,Unknown,Employee,O Shape,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
20:15:00,Tuesday,18-30,Male,Employee,O Shape,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
17:10:00,Tuesday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:10:00,Tuesday,31-50,Unknown,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:10:00,Tuesday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
15:30:00,Saturday,Unknown,Female,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
15:30:00,Saturday,18-30,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
9:47:00,Saturday,18-30,Male,Employee,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
9:47:00,Saturday,Over 51,Male,Employee,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
9:47:00,Saturday,31-50,Male,Owner,Crossing,Wet or damp,Daylight,Raining,Collision with roadside objects,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
11:19:00,Monday,18-30,Female,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Turnover,Not a Pedestrian,Driving carelessly,Serious Injury
