Location,Accident_Type,Latitude,Longitude,Year,Month,Day,Hour,Minute
Alexandria,Moderate,23.32903450660456,32.08673902473408,2020.0,1.0,1.0,8.0,0.0
Cairo,Severe,29.611639916471802,33.14838168848577,2024.0,8.0,27.0,1.0,0.0
Aswan,Severe,29.214258649849654,27.962942140829504,2020.0,1.0,2.0,3.0,0.0
Aswan,Moderate,28.000884017010872,28.512723216452233,2021.0,12.0,27.0,9.0,0.0
Sharm El Sheikh,Fatal,40.11946877657821,32.568785800535984,2020.0,8.0,8.0,14.0,
Cairo,Moderate,40.642193284745694,30.88500054600301,2022.0,3.0,15.0,2.0,
Aswan,Fatal,,28.631476064145254,,2.0,4.0,1.0,0.0
Giza,Fatal,26.93810473884782,31.83620521787411,2020.0,4.0,15.0,3.0,0.0
Cairo,Severe,25.316656320581664,26.09695146360974,2022.0,4.0,7.0,9.0,0.0
Luxor,Moderate,24.41965191113468,29.155934076651477,2021.0,6.0,19.0,11.0,0.0
Aswan,Moderate,40.10090889102392,27.97442941989644,2022.0,12.0,28.0,20.0,0.0
Cairo,Minor,29.3923071355121,34.991409335753715,2021.0,4.0,11.0,1.0,0.0
Cairo,Minor,30.52328254460961,32.920098872843184,2021.0,11.0,7.0,8.0,0.0
Aswan,Moderate,25.753020305912365,27.385451792566258,2022.0,6.0,15.0,1.0,0.0
Aswan,Minor,30.033818641482505,33.35875704256043,2020.0,8.0,25.0,13.0,0.0
Luxor,Severe,23.07385892919931,34.720296132203245,2024.0,5.0,18.0,11.0,0.0
Sharm El Sheikh,Severe,30.57714888579786,,,4.0,17.0,16.0,0.0
Aswan,Minor,24.738184690224188,30.155771458675332,2024.0,1.0,31.0,9.0,0.0
Luxor,Moderate,25.139437067068343,31.545449674802114,2024.0,3.0,14.0,23.0,0.0
Sharm El Sheikh,Moderate,28.40667394348778,31.660013479029665,2023.0,9.0,16.0,7.0,0.0
Giza,Severe,30.059321727424653,34.85946376787112,2020.0,12.0,30.0,16.0,0.0
Luxor,Moderate,26.56528689699566,26.837280207083197,2024.0,7.0,26.0,,0.0
Aswan,Moderate,26.08134242005846,34.51998039446972,2023.0,10.0,5.0,0.0,0.0
Cairo,Severe,26.220430550122412,31.8229653601026,2020.0,9.0,29.0,4.0,0.0
Aswan,Fatal,24.7882670229853,29.802401434124473,2021.0,6.0,18.0,1.0,0.0
Sharm El Sheikh,Severe,30.67435202336209,25.701628663572098,2021.0,8.0,25.0,2.0,0.0
Luxor,Moderate,27.262309945977393,30.041190752823486,2022.0,3.0,30.0,0.0,0.0
Alexandria,Moderate,29.514034041580324,27.521332491837036,2021.0,3.0,20.0,10.0,0.0
Alexandria,Moderate,28.268003427213408,29.476015314942202,2021.0,4.0,12.0,2.0,0.0
Alexandria,Severe,30.728574117803518,30.41301734158268,2023.0,5.0,29.0,17.0,
Aswan,Fatal,28.615070657696585,29.55082138207238,2022.0,2.0,23.0,9.0,0.0
Giza,Minor,26.224521651135035,34.36969546333872,2020.0,1.0,14.0,23.0,0.0
Alexandria,Moderate,28.694429257316635,26.558148223883556,2021.0,5.0,26.0,6.0,0.0
Giza,Minor,,27.73417051429541,,4.0,17.0,19.0,0.0
Giza,Fatal,40.7046338210124,28.482787810963345,2021.0,4.0,16.0,1.0,0.0
Alexandria,Severe,30.820653908078732,10.311982129862447,2023.0,5.0,19.0,14.0,0.0
Cairo,Severe,28.306629443031795,26.891061205503195,2023.0,4.0,16.0,14.0,0.0
Cairo,Severe,22.796480398990614,30.14368734214259,2023.0,,24.0,18.0,0.0
Giza,Minor,,25.42696447428365,2022.0,1.0,31.0,20.0,0.0
Sharm El Sheikh,Fatal,28.211674409048186,29.94030761115287,2023.0,3.0,13.0,7.0,0.0
Giza,Severe,27.782898823771784,27.190674259868754,2020.0,10.0,29.0,18.0,0.0
Giza,Moderate,25.04353838803267,33.66003311935177,2020.0,7.0,14.0,6.0,0.0
Alexandria,Fatal,24.127825842278156,32.84160095579442,2021.0,10.0,8.0,18.0,0.0
Giza,Moderate,22.264768096547826,27.657268846411824,2023.0,1.0,,21.0,0.0
Giza,Fatal,24.39061182679189,12.227639651443225,2021.0,11.0,30.0,3.0,
Sharm El Sheikh,Moderate,27.633833809678887,29.11245124112089,2020.0,6.0,22.0,8.0,0.0
Aswan,Minor,29.224203527184446,30.862607896246693,2021.0,,2.0,5.0,0.0
Aswan,Fatal,26.743858842073674,25.542410964568973,2021.0,1.0,12.0,7.0,0.0
Sharm El Sheikh,Moderate,25.492812216719532,27.602363672442753,2022.0,7.0,5.0,8.0,0.0
Luxor,Moderate,28.696280482360358,13.780496016051655,2021.0,7.0,2.0,16.0,0.0
Sharm El Sheikh,Moderate,26.762526651039714,27.67744571676,2020.0,9.0,16.0,13.0,0.0
Alexandria,Severe,22.441629919240768,28.28647464752516,2022.0,6.0,24.0,2.0,0.0
Alexandria,Moderate,27.750219031123613,31.154789698897307,,10.0,25.0,15.0,0.0
Cairo,Moderate,29.475337968658412,30.23783281886794,2021.0,,10.0,9.0,
Cairo,Moderate,28.710995990017057,26.103119651625015,2024.0,6.0,17.0,,0.0
Sharm El Sheikh,Moderate,27.961084952485983,30.513926461620912,2022.0,12.0,23.0,6.0,0.0
Cairo,Moderate,27.23569296666037,31.647984317674442,2023.0,4.0,3.0,10.0,0.0
Aswan,Severe,22.74202539958154,30.990228750493706,2022.0,3.0,31.0,12.0,0.0
Luxor,Moderate,28.682085161159563,26.299273935125814,2023.0,4.0,,23.0,0.0
Alexandria,Fatal,27.583617936304957,32.30338684090033,2023.0,2.0,27.0,14.0,0.0
Cairo,Minor,29.732188807130125,32.305365164446044,2021.0,10.0,18.0,14.0,0.0
Aswan,Moderate,30.098745994079835,30.328464825214006,2020.0,1.0,31.0,17.0,0.0
Sharm El Sheikh,Moderate,26.779765176957337,30.320610177192762,2023.0,4.0,1.0,10.0,0.0
Aswan,Severe,41.744812613789215,30.656591212987063,2020.0,2.0,27.0,9.0,0.0
Sharm El Sheikh,Severe,26.385385479042164,34.76032359564323,2021.0,10.0,19.0,23.0,0.0
Luxor,Moderate,26.64999942669079,34.259828198585375,2021.0,4.0,6.0,10.0,0.0
Giza,Moderate,22.372302725371163,34.87982289550837,2024.0,3.0,26.0,22.0,0.0
Luxor,Severe,24.94027951844019,27.15294985767735,2024.0,5.0,9.0,5.0,0.0
Giza,Fatal,25.73916529533676,27.045072734790743,2021.0,3.0,11.0,14.0,0.0
Sharm El Sheikh,Fatal,,33.5709935246021,2021.0,4.0,,8.0,0.0
Alexandria,Minor,25.176716825887137,34.861456465811024,2023.0,,24.0,8.0,0.0
Cairo,Minor,23.64920619493634,25.697897211914068,2021.0,12.0,29.0,8.0,0.0
Luxor,Severe,24.48621549445157,,2023.0,1.0,8.0,3.0,0.0
Luxor,Minor,22.72516039272518,30.872817379282736,2022.0,9.0,26.0,12.0,0.0
Cairo,Fatal,25.64224480865831,27.09450525611008,2020.0,2.0,9.0,21.0,0.0
Giza,Minor,40.49021870548752,31.202917703121123,2021.0,2.0,23.0,21.0,0.0
Cairo,Severe,27.627691313659597,26.342824817089824,2023.0,6.0,24.0,9.0,0.0
Giza,Moderate,27.278302219216815,28.755667220074972,2024.0,8.0,2.0,15.0,0.0
Cairo,Moderate,28.964363942774263,29.901939412240637,2022.0,5.0,8.0,8.0,
Alexandria,Severe,22.283688385706604,26.853557084196712,2020.0,9.0,15.0,0.0,0.0
Luxor,Minor,24.95626969045852,,2022.0,2.0,7.0,18.0,0.0
Luxor,Severe,29.07595418874194,31.619804830383025,2022.0,8.0,9.0,19.0,0.0
Alexandria,Minor,26.6727204263332,32.132772198235536,2024.0,8.0,19.0,7.0,0.0
Sharm El Sheikh,Moderate,,30.070727011686685,2022.0,10.0,24.0,19.0,0.0
Luxor,Moderate,22.355353012223045,25.746001143456503,2022.0,2.0,7.0,13.0,0.0
Cairo,Minor,24.536226622635073,34.53460736737663,2023.0,3.0,12.0,5.0,0.0
Giza,Moderate,29.18780555874476,32.331034363022795,2022.0,11.0,7.0,17.0,0.0
Giza,Moderate,26.682505819125097,33.26828103936606,,9.0,26.0,4.0,0.0
Sharm El Sheikh,Severe,,28.879561930094887,2023.0,7.0,5.0,20.0,0.0
Aswan,Moderate,23.587896069990055,34.04728549307097,2022.0,4.0,26.0,16.0,0.0
Giza,Severe,28.703822702423192,33.50698303457333,2021.0,1.0,9.0,23.0,0.0
Luxor,Severe,24.724442101027414,30.707169765625572,2023.0,11.0,8.0,13.0,0.0
Alexandria,Fatal,30.54980255969857,26.896818235569278,2020.0,11.0,12.0,8.0,0.0
Aswan,Fatal,28.057448487112676,30.738729420515927,2023.0,2.0,8.0,9.0,0.0
Cairo,Fatal,24.51719190016129,,2024.0,7.0,16.0,2.0,0.0
Cairo,Fatal,41.175651216373105,34.69881810672825,2020.0,1.0,21.0,9.0,0.0
Luxor,Minor,26.96275133501893,31.094069986694336,2021.0,4.0,5.0,20.0,0.0
Alexandria,Minor,29.179766176252713,32.98230407990816,2024.0,6.0,17.0,15.0,0.0
Alexandria,Moderate,25.82761023033287,33.28549261730654,2022.0,7.0,18.0,6.0,0.0
Giza,Minor,40.49866955686845,34.57223525897517,2020.0,4.0,30.0,22.0,0.0
Luxor,Severe,25.558714979751308,31.674562176995217,2021.0,8.0,4.0,6.0,0.0
Aswan,Minor,30.485524018614758,33.13550055048355,2024.0,6.0,1.0,14.0,0.0
Alexandria,Minor,28.004685234745768,30.01940416245388,2020.0,5.0,13.0,14.0,0.0
Aswan,Minor,30.489954059336988,30.2845028512888,2022.0,7.0,16.0,22.0,0.0
Sharm El Sheikh,Minor,27.649859728171457,25.99416208797247,2022.0,5.0,,17.0,0.0
Cairo,Fatal,30.552603928645283,26.785245649785015,2023.0,10.0,22.0,8.0,0.0
Luxor,Moderate,31.028648565176912,28.926498339895396,2022.0,9.0,23.0,20.0,0.0
Aswan,Severe,23.8939694541142,33.90729916240661,2022.0,10.0,14.0,13.0,0.0
Cairo,Moderate,41.372238383467476,34.95759112077778,2021.0,7.0,30.0,6.0,0.0
Giza,Minor,28.091459660680506,33.524816594927444,2023.0,6.0,18.0,4.0,0.0
Luxor,Minor,29.582369143733846,28.092085835687826,2022.0,8.0,9.0,,
Cairo,Severe,28.605362761872676,31.434907213900498,,1.0,5.0,5.0,0.0
Giza,Severe,30.791181832522753,34.09433599901588,2024.0,7.0,21.0,16.0,0.0
Cairo,Moderate,23.226148190191108,,,7.0,29.0,,0.0
Alexandria,Fatal,26.311963382813197,26.11512266502967,2022.0,12.0,24.0,12.0,0.0
Luxor,Minor,26.909975992624506,32.06596531740431,2020.0,9.0,21.0,18.0,0.0
Aswan,Moderate,30.362403506143323,27.412480815914336,2020.0,6.0,7.0,8.0,0.0
Aswan,Moderate,23.96735200980179,29.229571226110977,2024.0,8.0,24.0,5.0,0.0
Aswan,Minor,23.399918361173118,25.26932199537617,2024.0,6.0,27.0,21.0,0.0
Aswan,Severe,30.366231701144528,26.268935342903184,2022.0,8.0,25.0,22.0,0.0
Sharm El Sheikh,Moderate,23.756386053541437,34.864679741421696,2022.0,7.0,20.0,23.0,0.0
Luxor,Severe,26.770383852515295,32.52049556834909,2022.0,10.0,31.0,2.0,0.0
Giza,Moderate,31.010015531614826,31.842831103738995,2022.0,12.0,18.0,5.0,0.0
Luxor,Severe,29.190019922906362,33.552492792053535,2022.0,3.0,,18.0,0.0
Aswan,Severe,30.679288343082405,26.70046715612915,2023.0,2.0,12.0,20.0,0.0
Aswan,Fatal,30.26195392236312,28.223942951058024,2023.0,12.0,14.0,5.0,0.0
Alexandria,Moderate,24.677641106801783,26.286297289015724,2022.0,7.0,,7.0,
Luxor,Severe,29.40609697542994,29.21510186621132,2023.0,10.0,6.0,23.0,0.0
Giza,Moderate,29.623334969511557,29.59056851254632,2022.0,3.0,15.0,21.0,0.0
Luxor,Fatal,28.480573329944676,28.80153838159721,2020.0,9.0,17.0,16.0,0.0
Aswan,Minor,28.152551461066256,29.323573659574595,2022.0,2.0,15.0,10.0,0.0
Alexandria,Minor,24.957386030696284,14.597157961372659,2020.0,1.0,28.0,18.0,0.0
Sharm El Sheikh,Minor,22.03961592454798,31.30701987666849,2024.0,9.0,,12.0,0.0
Alexandria,Moderate,27.421510645288727,32.401965908736,2023.0,8.0,18.0,0.0,0.0
Giza,Moderate,26.080418732382398,34.96335920825406,2022.0,1.0,21.0,11.0,0.0
Alexandria,Severe,30.96857315463728,29.294907405755808,2020.0,6.0,15.0,2.0,0.0
Aswan,Severe,30.5472406856656,29.788044493021204,2022.0,,20.0,12.0,0.0
Luxor,Fatal,29.714888805277944,32.20423228650763,2020.0,2.0,10.0,,0.0
Giza,Minor,29.063463787644682,28.50803724026742,2020.0,4.0,9.0,9.0,0.0
Aswan,Severe,29.25352172029649,33.194972161991785,2023.0,6.0,4.0,13.0,0.0
Alexandria,Fatal,24.55640183719175,30.59728573697783,,10.0,5.0,3.0,0.0
Alexandria,Severe,25.955359914645985,26.43788581841982,2021.0,12.0,1.0,7.0,0.0
Luxor,Moderate,29.571404059188872,25.521023235198314,,5.0,13.0,13.0,0.0
Giza,Severe,29.383973382948398,28.632798555611814,,12.0,11.0,0.0,0.0
Alexandria,Severe,25.55995682683131,34.57059497931739,2021.0,4.0,24.0,19.0,0.0
Sharm El Sheikh,Minor,28.497932855227045,28.784966989752597,2024.0,9.0,11.0,9.0,0.0
Cairo,Minor,26.8847941427914,25.147556775471575,2021.0,5.0,23.0,9.0,0.0
Cairo,Fatal,28.071914492705275,30.135253089034144,2021.0,12.0,18.0,6.0,0.0
Giza,Fatal,30.67931798620767,,2020.0,4.0,8.0,12.0,
Luxor,Minor,25.333173889180255,,2024.0,,11.0,23.0,0.0
Aswan,Fatal,23.211960587957293,25.47651616525687,,8.0,31.0,3.0,0.0
Cairo,Minor,30.44324510586667,28.741531677574653,2024.0,8.0,9.0,12.0,0.0
Cairo,Moderate,29.963970067355127,30.398795473347715,2022.0,,1.0,5.0,0.0
Sharm El Sheikh,Minor,29.15830087643167,31.313852307160808,2020.0,7.0,24.0,22.0,0.0
Giza,Minor,28.9963348690611,27.256967398843383,2022.0,8.0,11.0,,0.0
Sharm El Sheikh,Minor,30.50852062408402,13.841225278216346,2020.0,9.0,3.0,0.0,
Luxor,Severe,,12.33741618768223,2020.0,8.0,14.0,13.0,0.0
Sharm El Sheikh,Moderate,29.351948638940662,30.80419141687019,2022.0,6.0,11.0,,0.0
Alexandria,Moderate,23.833081034333162,32.89996543401991,2022.0,2.0,24.0,16.0,0.0
Giza,Severe,26.7440922447973,30.362423299744236,2020.0,12.0,11.0,,0.0
Aswan,Moderate,28.73220151258107,10.287094579969253,2023.0,7.0,,21.0,0.0
Sharm El Sheikh,Severe,23.160196193119905,29.229805663808424,,,19.0,18.0,0.0
Sharm El Sheikh,Severe,27.57439092603544,33.877270166840205,2021.0,10.0,3.0,22.0,0.0
Cairo,Fatal,25.429414363837825,31.534894165690744,2022.0,12.0,12.0,6.0,0.0
Aswan,Fatal,22.908479364078712,26.653754625100824,2024.0,8.0,13.0,15.0,0.0
Giza,Severe,31.32795596838369,,2020.0,12.0,11.0,4.0,0.0
Cairo,Fatal,30.073178344892526,,2022.0,,27.0,14.0,0.0
Luxor,Fatal,22.047916651028967,33.54897395814804,2023.0,4.0,6.0,9.0,
Sharm El Sheikh,Severe,29.863753474670794,28.592169191921503,2023.0,7.0,20.0,23.0,0.0
Sharm El Sheikh,Severe,29.665755257732915,29.08700079055222,2021.0,2.0,11.0,17.0,0.0
Alexandria,Moderate,,30.90057338137076,2024.0,11.0,15.0,12.0,0.0
Aswan,Severe,30.715149990244726,34.05654409746708,2024.0,4.0,15.0,13.0,0.0
Luxor,Severe,26.095800397457072,26.322964047982907,2021.0,7.0,19.0,22.0,0.0
Sharm El Sheikh,Severe,27.723875009061366,31.865272224303176,2020.0,3.0,14.0,,0.0
Cairo,Minor,27.978798777299748,34.453640787594466,2023.0,9.0,18.0,3.0,0.0
Luxor,Fatal,23.480939191501925,27.197546159378362,2022.0,9.0,25.0,2.0,0.0
Sharm El Sheikh,Moderate,23.232840074483768,32.045631946327006,2022.0,2.0,12.0,12.0,0.0
Cairo,Minor,23.346997546878427,33.38935009006802,2020.0,9.0,3.0,22.0,0.0
Sharm El Sheikh,Severe,27.965632372902213,32.74756697385397,2022.0,10.0,11.0,21.0,0.0
Luxor,Minor,31.215477089266763,26.56110080758968,2022.0,11.0,20.0,16.0,0.0
Luxor,Fatal,27.015567474321827,34.63323916847494,2023.0,5.0,5.0,15.0,0.0
Sharm El Sheikh,Minor,25.513027246726544,27.670512081005427,2022.0,3.0,15.0,11.0,0.0
Luxor,Fatal,24.662799011840434,33.97424024632403,2024.0,10.0,3.0,20.0,0.0
Luxor,Moderate,27.522489415134736,26.841844071209966,2022.0,3.0,7.0,14.0,0.0
Cairo,Minor,23.68869190005443,30.02240461767556,2022.0,7.0,2.0,14.0,0.0
Luxor,Minor,27.783091552463564,33.23699018135941,2020.0,3.0,5.0,11.0,0.0
Giza,Minor,,28.302434978212464,2024.0,5.0,20.0,,0.0
Aswan,Moderate,26.821375485360726,27.992759246812618,,5.0,8.0,12.0,0.0
Aswan,Minor,29.435131660133433,34.785367606920445,2022.0,7.0,30.0,5.0,
Cairo,Minor,29.873346864431554,31.90577438743932,2021.0,8.0,26.0,16.0,
Alexandria,Fatal,31.17498466899078,30.95334727190362,2024.0,7.0,2.0,20.0,0.0
Giza,Minor,23.44922021478481,30.770477382184072,2022.0,5.0,10.0,19.0,0.0
Cairo,Minor,25.643595131486137,34.845038618702965,2022.0,8.0,13.0,5.0,0.0
Cairo,Severe,40.48172443268182,30.139709946632284,2024.0,7.0,30.0,0.0,0.0
Luxor,Fatal,25.78800853522257,27.47175523963095,2020.0,7.0,24.0,4.0,0.0
Aswan,Minor,28.249595835002587,30.753169419444966,2020.0,9.0,30.0,3.0,0.0
Giza,Fatal,27.507099950704283,25.19306092663077,2020.0,6.0,23.0,0.0,0.0
Giza,Minor,22.487608856783126,31.366034707323404,2022.0,7.0,7.0,,0.0
Sharm El Sheikh,Moderate,22.175895376699575,33.84314361751398,2021.0,11.0,14.0,8.0,0.0
Aswan,Severe,26.742911600578726,31.603874442945504,2021.0,2.0,18.0,12.0,0.0
Aswan,Severe,27.773760981117867,30.573486985012874,2024.0,11.0,12.0,21.0,0.0
Luxor,Fatal,29.82447286175048,,2020.0,6.0,30.0,23.0,0.0
Luxor,Severe,24.41196499077331,29.17181273083627,2020.0,12.0,13.0,9.0,0.0
Aswan,Severe,22.44071919450833,32.32874811175687,2024.0,3.0,29.0,1.0,0.0
Aswan,Minor,27.705165960072737,26.705197422748974,2022.0,,18.0,8.0,
Sharm El Sheikh,Moderate,22.093055411060984,30.74343709621708,2020.0,9.0,24.0,,0.0
Cairo,Fatal,25.261334711652154,26.565634300551636,2024.0,,18.0,6.0,0.0
Alexandria,Moderate,31.044281705560106,33.4024049763595,2021.0,10.0,8.0,5.0,
Alexandria,Severe,29.325956418016982,30.88855941877747,2024.0,12.0,24.0,13.0,0.0
Aswan,Fatal,,33.76530896055135,2021.0,9.0,1.0,22.0,0.0
Alexandria,Fatal,25.175253948473006,32.82992064241309,2023.0,10.0,6.0,4.0,0.0
Giza,Moderate,29.944604451535007,32.03346079784671,2024.0,11.0,9.0,8.0,0.0
Sharm El Sheikh,Moderate,26.05260760498642,26.989657626382137,2022.0,1.0,14.0,17.0,0.0
Sharm El Sheikh,Fatal,28.200295933280223,30.739692848816205,2024.0,9.0,10.0,18.0,
Sharm El Sheikh,Fatal,26.321138829111185,30.645338051018552,2021.0,10.0,23.0,,0.0
Giza,Fatal,26.931225088947944,26.443250607597268,2022.0,10.0,26.0,11.0,0.0
Cairo,Moderate,24.253898980109017,32.76887026414618,2021.0,7.0,19.0,1.0,0.0
Aswan,Moderate,29.744949247495413,28.820733348177104,2024.0,4.0,,4.0,0.0
Alexandria,Severe,26.689499360515285,31.868545417177877,2020.0,1.0,15.0,23.0,0.0
Alexandria,Minor,,28.687251513023433,2022.0,3.0,11.0,0.0,0.0
Giza,Fatal,23.55753258658222,27.537275855204385,2021.0,,31.0,3.0,0.0
Luxor,Severe,26.89180959669922,33.63796539810417,2021.0,6.0,1.0,17.0,0.0
Sharm El Sheikh,Minor,26.004114254650506,29.7819427011786,2022.0,3.0,,9.0,0.0
Alexandria,Moderate,,27.597508825197,2020.0,10.0,6.0,23.0,0.0
Giza,Fatal,30.857626589413492,34.04252681710463,2024.0,2.0,27.0,23.0,0.0
Sharm El Sheikh,Severe,28.593542941979454,34.729742847424596,2024.0,7.0,26.0,10.0,0.0
Giza,Minor,30.2090545486339,33.56005623596854,2021.0,7.0,7.0,1.0,0.0
Aswan,Moderate,26.89692749941888,25.33001774898147,2023.0,7.0,10.0,20.0,0.0
Alexandria,Moderate,27.29901098405543,25.5459856762791,2023.0,2.0,11.0,14.0,0.0
Luxor,Fatal,30.980689894767053,27.696813451576617,2020.0,5.0,13.0,6.0,0.0
Aswan,Minor,23.1811026923355,26.721708730266702,2022.0,4.0,12.0,18.0,0.0
Aswan,Severe,40.02189243704033,34.41730959061505,2020.0,9.0,2.0,4.0,0.0
Alexandria,Moderate,29.030768689767893,30.053681320317743,2020.0,4.0,,1.0,0.0
Cairo,Moderate,31.425513374893953,29.653441827695325,2022.0,11.0,16.0,21.0,0.0
Sharm El Sheikh,Severe,29.84455954318082,11.333820788305765,2021.0,5.0,,5.0,0.0
Cairo,Moderate,41.16435070765002,30.243623741119848,2022.0,9.0,5.0,7.0,0.0
Cairo,Severe,24.94456957292709,,2024.0,8.0,26.0,,0.0
Luxor,Severe,,27.85389207207011,2021.0,11.0,29.0,6.0,0.0
Alexandria,Moderate,29.419991203078155,33.600988848717726,2022.0,,11.0,15.0,0.0
Sharm El Sheikh,Minor,25.714479635410974,33.830592758884634,2022.0,9.0,17.0,10.0,0.0
Luxor,Minor,25.035387599375493,28.4170178649226,2023.0,1.0,29.0,22.0,0.0
Cairo,Fatal,24.815619356731716,29.759029555778113,,10.0,,14.0,
Sharm El Sheikh,Minor,27.932910085525215,29.84769225453585,2024.0,3.0,31.0,22.0,0.0
Aswan,Fatal,26.368178307155432,27.01140294921625,2020.0,10.0,30.0,15.0,0.0
Sharm El Sheikh,Fatal,30.966793917520143,26.04283094479922,,2.0,10.0,21.0,0.0
Aswan,Fatal,24.321203274595355,29.82023270031553,2021.0,10.0,13.0,20.0,0.0
Luxor,Moderate,31.4692818019629,28.253711747086562,2022.0,1.0,20.0,8.0,0.0
Luxor,Minor,22.011942955498636,34.248605529953046,2020.0,12.0,7.0,15.0,0.0
Giza,Severe,24.300004703565698,33.39369872273346,2021.0,11.0,7.0,7.0,0.0
Sharm El Sheikh,Severe,23.22803809429741,29.256814244352412,2020.0,10.0,,,0.0
Alexandria,Severe,30.45720698461045,25.211681106851948,2020.0,6.0,14.0,0.0,0.0
Luxor,Minor,28.300414072241104,31.643055023289484,2020.0,6.0,3.0,16.0,0.0
Cairo,Severe,28.126955809182085,26.162396605826466,2022.0,10.0,2.0,14.0,0.0
Sharm El Sheikh,Fatal,22.06162295191652,26.24073288239436,2024.0,12.0,10.0,8.0,0.0
Cairo,Moderate,,32.30520362621997,2020.0,1.0,20.0,9.0,0.0
Aswan,Moderate,24.75326540680311,28.95798759892717,2020.0,5.0,28.0,8.0,0.0
Giza,Moderate,22.663570061079024,33.93232899603756,2021.0,5.0,2.0,6.0,0.0
Luxor,Moderate,27.484807258184727,26.73072592077651,2021.0,11.0,20.0,22.0,0.0
Aswan,Severe,31.32129845701414,26.677424613616466,2021.0,7.0,12.0,12.0,0.0
Sharm El Sheikh,Severe,24.750116520519327,28.55272542982349,2020.0,6.0,2.0,,0.0
Cairo,Severe,30.7520358096318,30.41997841584714,2021.0,3.0,6.0,19.0,0.0
Giza,Minor,27.18543792296493,30.060275932817405,2021.0,8.0,4.0,9.0,0.0
Sharm El Sheikh,Moderate,30.428161447360402,28.749386256660504,2022.0,1.0,24.0,11.0,0.0
Giza,Minor,30.4514397976255,28.74375380893128,2020.0,4.0,20.0,4.0,0.0
Giza,Moderate,29.550275227714323,30.874367366632438,2024.0,,1.0,0.0,0.0
Cairo,Moderate,29.762107455357445,32.925187415432376,2021.0,2.0,13.0,2.0,0.0
Alexandria,Moderate,26.156499130397986,,2023.0,5.0,11.0,17.0,0.0
Luxor,Severe,,33.71385877032441,2021.0,12.0,2.0,0.0,0.0
Cairo,Severe,28.98672916647326,32.26601933719398,2023.0,6.0,30.0,0.0,0.0
Aswan,Fatal,24.727661046529,26.838634897816092,2021.0,3.0,28.0,2.0,0.0
Giza,Moderate,31.152094298914115,29.910937993332592,2022.0,9.0,9.0,20.0,0.0
Luxor,Minor,29.222449621528945,33.575389830391714,2023.0,7.0,8.0,0.0,0.0
Cairo,Severe,30.847653763128907,32.74953564238679,2024.0,7.0,13.0,5.0,0.0
Aswan,Minor,24.380205101376845,27.990319349631378,2023.0,1.0,8.0,5.0,0.0
Cairo,Severe,22.81884263635012,30.70506495664928,2024.0,10.0,26.0,10.0,0.0
Giza,Minor,26.922059305673713,30.771815766118387,2022.0,2.0,18.0,2.0,0.0
Alexandria,Moderate,25.284656960537514,32.87471015715586,2023.0,3.0,11.0,21.0,0.0
Aswan,Moderate,29.1247578687366,33.79806407868328,2021.0,3.0,16.0,8.0,0.0
Luxor,Minor,23.245060657079346,34.36321488153522,2020.0,4.0,21.0,5.0,0.0
Giza,Fatal,22.265641658206548,29.438163497114168,2022.0,9.0,28.0,6.0,0.0
Luxor,Moderate,27.86443576759671,28.966892528202397,2021.0,3.0,17.0,23.0,0.0
Giza,Moderate,22.854911494917992,26.62898985276942,2021.0,2.0,15.0,8.0,0.0
Cairo,Moderate,,27.353702945674485,2023.0,2.0,3.0,5.0,0.0
Giza,Minor,28.992252528492195,31.172422260076583,2021.0,10.0,16.0,14.0,0.0
Giza,Fatal,26.664195507080336,32.615626964243056,2023.0,6.0,22.0,9.0,0.0
Luxor,Fatal,30.81190637501743,32.154662776262406,2021.0,7.0,5.0,20.0,0.0
Giza,Severe,22.55665937212993,28.84300624599102,2020.0,12.0,19.0,2.0,0.0
Cairo,Moderate,30.958634842820558,29.83498436897399,2020.0,7.0,6.0,5.0,0.0
Sharm El Sheikh,Moderate,30.885098537270373,31.431778776914076,2024.0,9.0,19.0,23.0,0.0
Luxor,Moderate,,32.50236443414688,2021.0,6.0,5.0,2.0,0.0
Giza,Minor,31.354514966969795,25.897186260027667,2021.0,11.0,15.0,6.0,0.0
Aswan,Severe,28.208834494208453,34.695185868566824,2023.0,6.0,4.0,10.0,0.0
Sharm El Sheikh,Moderate,22.872804532124565,34.40524684250335,2023.0,1.0,15.0,17.0,0.0
Sharm El Sheikh,Moderate,27.282982842714834,29.744289395614473,2021.0,2.0,6.0,9.0,0.0
Giza,Moderate,26.39825751113879,29.611948581498766,2022.0,8.0,13.0,8.0,0.0
Giza,Moderate,26.472412308929105,27.393495273286344,2023.0,12.0,26.0,5.0,0.0
Giza,Minor,24.810364805948048,26.639496490276045,2021.0,1.0,6.0,4.0,
Alexandria,Minor,29.200997212952785,32.03468493643523,2020.0,2.0,23.0,11.0,0.0
Giza,Severe,29.415611240963912,28.575493282853994,,2.0,27.0,17.0,0.0
Aswan,Minor,30.280285210727207,26.904083748333957,2023.0,7.0,30.0,14.0,0.0
Cairo,Moderate,22.092038711130893,29.383869390344465,2024.0,10.0,8.0,18.0,0.0
Giza,Severe,26.122839963900404,31.554594284177053,2021.0,4.0,18.0,20.0,0.0
Cairo,Severe,25.334450433081464,11.520491563019299,2023.0,1.0,2.0,6.0,0.0
Luxor,Minor,27.97318941758877,25.19441044393521,2024.0,6.0,20.0,19.0,0.0
